level,composer,title
7,"Toru Kitajima","Unravel (Tokyo Ghoul - Animenz Arrangement)"
7,"Revo","Guren no Yumiya (Attack on Titan - Theishter Arrangement)"
7,"Hiroyuki Sawano","The Reluctant Heroes (Attack on Titan)"
7,"Hiroyuki Sawano","YouSeeBIGGIRL/T:T (Attack on Titan)"
7,"Nobuo Uematsu","One-Winged Angel (Final Fantasy VII - Concert Arr.)"
7,"Keiichi Okabe","City Ruins - Rays of Light (Nier: Automata)"
7,"Yasuharu Takanashi","Animenz - Fairy Tail Main Theme"
7,"Toby Fox","Battle Against a True Hero (Undertale)"
7,"Nobuo Uematsu","Liberi Fatali (Final Fantasy VIII)"
7,"Nobuo Uematsu","J-E-N-O-V-A (Final Fantasy VII)"
7,"Shoji Meguro","Rivers in the Desert (Persona 5)"
7,"LiSA","Crossing Field (Sword Art Online - Animenz Arr.)"
7,"Shiro Sagisu","A Scattered Moment (Bleach)"
7,"Hiroshige Tonomura","The Moon (Ducktales - NES)"
7,"Michiru Yamane","Dance of Pales (Castlevania: Symphony of the Night)"
7,"Jun Senoue","Knight of the Wind (Sonic and the Black Knight)"
7,"Tomohito Nishiura","Main Theme (Professor Layton)"
7,"Nobuo Uematsu","The Man with the Machine Gun (Final Fantasy VIII)"
7,"Manaka Kataoka","Calamity Ganon Battle Theme (Zelda: BotW)"
7,"Utada Hikaru","Passion (Kingdom Hearts II)"
7,"Yasunori Nishiki","Battle at Journey's End (Octopath Traveler)"
7,"Yoko Shimomura","Darkness of the Unknown (Kingdom Hearts II)"
7,"Yoko Shimomura","Xion's Theme (Kingdom Hearts 358/2 Days)"
7,"Nobuo Uematsu","Fierce Battle (Final Fantasy VI)"
7,"Masayoshi Soken","Insanity (Final Fantasy XIV)"
7,"Keiichi Okabe","Weight of the World (Nier Automata - Full Concert ver.)"
7,"Yuki Kajiura","Homura (Demon Slayer: Mugen Train)"
7,"Utada Hikaru","Don't Think Twice (Kingdom Hearts III)"
7,"Motoi Sakuraba","Gwyn, Lord of Cinder (Dark Souls)"
7,"Nobuo Uematsu","Maybe I'm a Lion (Final Fantasy VIII)"
7,"Dave Mustaine & Marty Friedman","Tornado of Souls (Megadeth - Piano Arr.)"
7,"Shoji Meguro","I'll Face Myself -Battle- (Persona 4)"
7,"Nobuo Uematsu","Force Your Way (Final Fantasy VIII)"
7,"Toby Fox","Megalovania (Animenz Arrangement)"
7,"Nobuo Uematsu","J-E-N-O-V-A - Quickening (FFVII Remake)"
7,"Hiroki Morishita","Our Final Hope (Fire Emblem: Awakening)"
7,"Hiroki Morishita","Lost in Thoughts All Alone (Fire Emblem Fates)"
7,"John Williams","Hedwig's Theme (Jarrod Radnich Arrangement)"
7,"Klaus Badelt & Hans Zimmer","Pirates of the Caribbean Medley (Jarrod Radnich Arrangement)"
7,"Klaus Badelt","He's a Pirate (Theishter Arrangement)"
7,"Hans Zimmer","Interstellar - Main Theme (Patrik Pietschmann Arr.)"
7,"Hans Zimmer","Cornfield Chase (Patrik Pietschmann Arr.)"
7,"Hans Zimmer","Time (Patrik Pietschmann Arr.)"
7,"Hans Zimmer","The Last Samurai Medley (Piano Solo)"
7,"Hans Zimmer","Gladiator Medley (Piano Solo)"
7,"Hans Zimmer","Inception Medley (Piano Solo)"
7,"Hans Zimmer","The Dark Knight Medley (Piano Solo)"
7,"Hans Zimmer","Man of Steel Medley (Piano Solo)"
7,"John Williams","Duel of the Fates (Star Wars - Concert Arr.)"
7,"John Williams","Battle of the Heroes (Star Wars - Concert Arr.)"
7,"John Williams","Anakin vs. Obi-Wan (Star Wars)"
7,"John Williams","The Imperial March (Concert Arrangement)"
7,"John Williams","Princess Leia's Theme (Concert Arrangement)"
7,"John Williams","Across the Stars (Star Wars - Concert Arr.)"
7,"John Williams","Victory Celebration (Star Wars)"
7,"John Williams","Yoda's Theme (Star Wars)"
7,"John Williams","Luke and Leia (Star Wars)"
7,"John Williams","Han Solo and the Princess (Star Wars)"
7,"John Williams","The Asteroid Field (Star Wars)"
7,"John Williams","The Throne Room / End Title (Star Wars)"
7,"John Williams","E.T. Adventures on Earth (Concert Arr.)"
7,"John Williams","Superman - Main Theme (Concert Arr.)"
7,"John Williams","Raiders March (Indiana Jones - Concert Arr.)"
7,"John Williams","Jurassic Park - Main Theme (Conter Arr.)"
7,"John Williams","Schindler's List (Concert Arr.)"
7,"John Williams","A.I. Artificial Intelligence - Where Dreams Are Born"
7,"John Williams","Hook - Main B-Theme (Flight to Neverland)"
7,"John Williams","Main Theme (Jaws)"
7,"John Williams","Close Encounters of the Third Kind - Main Theme"
7,"John Williams","Victor's Tale (The Terminal)"
7,"John Williams","Empire of the Sun - Cadillac of the Skies"
7,"John Williams","War Horse - The Reunion"
7,"John Williams","Lincoln - The People's House"
7,"John Williams","Memoirs of a Geisha - The Chairman's Waltz"
7,"John Williams","The Patriot - Main Theme"
7,"John Williams","Home Alone - Somewhere in My Memory"
7,"John Williams","Star of Bethlehem (Home Alone)"
7,"Adolphe Adam / John Williams","O Holy Night (Home Alone 2)"
7,"Mykola Leontovych / John Williams","Carol of the Bells (Home Alone)"
7,"Patrick Doyle","Harry in Winter (Harry Potter)"
7,"Patrick Doyle","The Story Continues (Harry Potter)"
7,"Patrick Doyle","Golden Egg (Harry Potter)"
7,"Patrick Doyle","Rita Skeeter (Harry Potter)"
7,"Patrick Doyle","Voldemort (Goblet of Fire version)"
7,"Patrick Doyle","Another Year Ends (Harry Potter)"
7,"Nicholas Hooper","Fireworks (Harry Potter)"
7,"Nicholas Hooper","Professor Umbridge's Theme (Advanced)"
7,"Nicholas Hooper","Death of Sirius (Harry Potter)"
7,"Nicholas Hooper","The Sacking of Trelawney"
7,"Nicholas Hooper","Umbridge Spoils a Beautiful Morning"
7,"Nicholas Hooper","Opening (Half-Blood Prince)"
7,"Clint Mansell","Requiem for a Dream - Lux Aeterna (Kyle Landry Arr.)"
7,"Clint Mansell","The Fountain - Death is the Road to Awe (Concert Arr.)"
7,"John Murphy","Sunshine - Adagio in D Minor"
7,"John Murphy","28 Days Later - In the House, In a Heartbeat"
7,"John Murphy","Kick-Ass - Strobe (Adagio in D Minor)"
7,"Howard Shore","The Lord of the Rings - The Lighting of the Beacons"
7,"Howard Shore","The Lord of the Rings - The Return of the King"
7,"Howard Shore","The Hobbit - The World is Ahead"
7,"Ramin Djawadi","Game of Thrones - The Light of the Seven (Full Concert Arr.)"
7,"Ramin Djawadi","Game of Thrones - Truth"
7,"Ramin Djawadi","Westworld - Dr. Ford"
7,"John Powell","How to Train Your Dragon - Stoick's Ship"
7,"John Powell","How to Train Your Dragon - Battling the Green Death"
7,"Hans Zimmer & John Powell","Kung Fu Panda - Hero"
7,"Hans Zimmer & John Powell","Kung Fu Panda 2 - Zen Ball Master"
7,"Hans Zimmer","Madagascar - Zoosters on the Loose"
7,"Hans Zimmer","The Prince of Egypt - The Plagues"
7,"Hans Zimmer","Inception - Radical Notion"
7,"Hans Zimmer","Interstellar - No Time for Caution"
7,"Hans Zimmer","The Dark Knight - A Watchful Guardian"
7,"Hans Zimmer & Junkie XL","Batman v Superman - Beautiful Lie"
7,"Hans Zimmer & Junkie XL","Wonder Woman - Is She With You?"
7,"Junkie XL","Zack Snyder's Justice League - At the Speed of Force"
7,"Junkie XL","Mad Max: Fury Road - Brothers in Arms"
7,"Bear McCreary","Godzilla: King of the Monsters - Main Theme"
7,"Bear McCreary","The Walking Dead - Main Theme"
7,"Bear McCreary","Battlestar Galactica - Prelude to War"
7,"Bear McCreary","Outlander - The Skye Boat Song"
7,"Bear McCreary","10 Cloverfield Lane - Main Theme"
7,"Bear McCreary","Foundation - Main Theme"
7,"Masashi Hamauzu & Mitsuto Suzuki","Final Fantasy VII Remake - The Airbuster"
7,"Yoko Shimomura","Final Fantasy XV - Valse di Fantastica"
7,"Yoko Shimomura","Final Fantasy XV - Omnis Lacrima"
7,"Yoko Shimomura","Kingdom Hearts III - Vector to the Heavens"
7,"Yoko Shimomura","Kingdom Hearts: Birth by Sleep - The Key"
7,"Keiichi Okabe","Nier: Automata - The Sound of the End"
7,"Keiichi Okabe","Nier Replicant - Shadowlord"
7,"Yuka Kitamura","Dark Souls 3 - Main Theme"
7,"Motoi Sakuraba","Dark Souls - Ornstein & Smough"
7,"Ryan Amon","Bloodborne - The First Hunter"
7,"Tsukasa Saitoh","Elden Ring - Main Theme"
7,"Stephen Schwartz","Defying Gravity (Wicked - Concert Arrangement)"
7,"Benj Pasek & Justin Paul","The Greatest Showman - Concert Medley"
7,"Lin-Manuel Miranda","Hamilton - My Shot (Concert Arrangement)"
7,"Lin-Manuel Miranda","Hamilton - The Schuyler Sisters (Concert Arrangement)"
7,"Claude-Michel Schönberg","Les Misérables - One Day More (Concert Arrangement)"
7,"Andrew Lloyd Webber","The Phantom of the Opera - Overture"
7,"Stephen Schwartz","Wicked - No One Mourns the Wicked"
7,"Jonathan Larson","Rent - La Vie Bohème"
7,"Elton John & Tim Rice","Aida - Elaborate Lives"
7,"Elton John & Hans Zimmer","The Lion King - Circle of Life / Nants' Ingonyama"
7,"Alan Menken","Beauty and the Beast - Overture"
7,"Alan Menken","The Hunchback of Notre Dame - Out There"
7,"Alan Menken","Little Shop of Horrors - Suddenly, Seymour"
7,"Stephen Sondheim","Into the Woods - Prologue"
7,"Stephen Sondheim","Sweeney Todd - The Ballad of Sweeney Todd"
7,"Stephen Sondheim","Sunday in the Park with George - Sunday"
7,"Leonard Bernstein","West Side Story - Mambo"
7,"Leonard Bernstein","West Side Story - Cool"
7,"Leonard Bernstein","West Side Story - Tonight Quintet"
7,"John Kander","Chicago - All That Jazz"
7,"John Kander","Chicago - Cell Block Tango"
7,"Jerry Bock","Fiddler on the Roof - Tradition"
7,"Frederick Loewe","My Fair Lady - I Could Have Danced All Night"
7,"Richard Rodgers","The Sound of Music - Climb Ev'ry Mountain"
7,"John Farrar","Grease - You're the One That I Want"
7,"Marc Shaiman","Hairspray - You Can't Stop the Beat"
7,"ABBA","Mamma Mia! - Medley"
7,"Bob Gaudio","Jersey Boys - December, 1963 (Oh, What a Night)"
7,"Hans Zimmer","Oogway's Legacy (Kung Fu Panda 3)"
7,"Hans Zimmer","Arrival of Kai (Kung Fu Panda 3)"
7,"Leonard Cohen","Shrek - Hallelujah (Full Version)"
7,"John Powell","How to Train Your Dragon 3 - The Hidden World"
7,"John Powell","Once There Were Dragons (HTTYD 3)"
7,"Lin-Manuel Miranda","Moana - You're Welcome"
7,"Lin-Manuel Miranda","Moana - Shiny"
7,"Alan Menken","Tangled - Mother Knows Best"
7,"Alan Menken","Tangled - I've Got a Dream"
7,"Kristen Anderson-Lopez & Robert Lopez","Frozen - For the First Time in Forever"
7,"Kristen Anderson-Lopez & Robert Lopez","Frozen - Love Is an Open Door"
7,"Lin-Manuel Miranda","Encanto - The Family Madrigal"
7,"Lin-Manuel Miranda","Encanto - What Else Can I Do?"
7,"Alan Menken","Pocahontas - Just Around the Riverbend"
7,"Alan Menken","Hercules - I Won't Say (I'm in Love)"
7,"Randy Newman","The Princess and the Frog - Almost There"
7,"Randy Newman","The Princess and the Frog - Dig a Little Deeper"
7,"Phil Collins","Tarzan - Strangers Like Me"
7,"Phil Collins","Tarzan - Son of Man"
7,"Alan Menken","Aladdin - One Jump Ahead"
7,"Elton John","The Lion King - Be Prepared"
7,"Elton John","The Lion King - I Just Can't Wait to Be King"
7,"Matthew Wilder","Mulan - Honor to Us All"
7,"Alan Menken","The Hunchback of Notre Dame - Hellfire"
7,"Alan Menken","The Hunchback of Notre Dame - The Court of Miracles"
7,"Alan Menken","Pocahontas - Savages"
7,"Alan Menken","Beauty and the Beast - Gaston"
7,"Alan Menken","The Little Mermaid - Poor Unfortunate Souls"
7,"Pyotr Ilyich Tchaikovsky / George Bruns","Sleeping Beauty - Once Upon a Dream"
7,"Mack David, Al Hoffman, Jerry Livingston","Cinderella - A Dream Is a Wish Your Heart Makes"
7,"Leigh Harline","Pinocchio - I've Got No Strings"
7,"Frank Churchill","Dumbo - Baby Mine"
7,"Frank Churchill","Bambi - Love Is a Song"
7,"Sammy Cahn","Peter Pan - You Can Fly!"
7,"Sammy Fain","Alice in Wonderland - In a World of My Own"
7,"Sonny Burke","Lady and the Tramp - Bella Notte"
7,"Mel Leven","101 Dalmatians - Cruella De Vil"
7,"Sherman Brothers","The Jungle Book - I Wan'na Be Like You"
7,"Floyd Huddleston","The Aristocats - Ev'rybody Wants to Be a Cat"
7,"Roger Miller","Robin Hood - Oo-De-Lally"
7,"Stan Fidel","The Fox and the Hound - Best of Friends"
7,"Henry Mancini","The Great Mouse Detective - The World's Greatest Criminal Mind"
7,"Dan Hartman & Charlie Midnight","Oliver & Company - Why Should I Worry?"
7,"Bruce Broughton","The Rescuers Down Under - Main Title"
7,"James Newton Howard","Atlantis: The Lost Empire - The Submarine"
7,"John Rzeznik","Treasure Planet - I'm Still Here"
7,"Mark Keali'i Ho'omalu & Alan Silvestri","Lilo & Stitch - Hawaiian Roller Coaster Ride"
7,"Phil Collins","Brother Bear - On My Way"
7,"Alan Menken","Home on the Range - Little Patch of Heaven"
7,"Barenaked Ladies","Chicken Little - One Little Slip"
7,"Rob Thomas","Meet the Robinsons - Little Wonders"
7,"Miley Cyrus & John Travolta","Bolt - I Thought I Lost You"
7,"Owl City","Wreck-It Ralph - When Can I See You Again?"
7,"Fall Out Boy","Big Hero 6 - Immortals"
7,"Sia, Stargate","Zootopia - Try Everything"
7,"Jhené Aiko","Raya and the Last Dragon - Lead the Way"
7,"Kristen Anderson-Lopez & Robert Lopez","Frozen II - Show Yourself"
7,"Kristen Anderson-Lopez & Robert Lopez","Frozen II - The Next Right Thing"
7,"Lin-Manuel Miranda","Encanto - Waiting on a Miracle"
7,"Lin-Manuel Miranda","Encanto - Dos Oruguitas"
7,"Germaine Franco & Adrian Molina","Coco - Un Poco Loco"
7,"Germaine Franco & Adrian Molina","Coco - The World Es Mi Familia"
7,"Lin-Manuel Miranda","Moana - I Am Moana (Song of the Ancestors)"
7,"Lin-Manuel Miranda","Moana - Where You Are"
7,"Michael Giacchino","Zootopia - Main Theme"
7,"Henry Jackman","Big Hero 6 - First Flight"
7,"Henry Jackman","Wreck-It Ralph - Main Theme"
7,"Alan Menken","Tangled - Flynn Wanted"
7,"Randy Newman","The Princess and the Frog - Down in New Orleans"
7,"Alan Menken","Hercules - Go the Distance (Full version)"
7,"Alan Menken","The Hunchback of Notre Dame - Topsy Turvy"
7,"Alan Menken","Pocahontas - Colors of the Wind (Full version)"
7,"Alan Menken","Aladdin - A Whole New World (Full version)"
7,"Alan Menken","Beauty and the Beast - Belle (Reprise)"
7,"Alan Menken","The Little Mermaid - Part of your World (Full version)"
8,"ryo (supercell)","The World is Mine (Concert Arrangement)"
8,"Joe Hisaishi","Merry-Go-Round of Life (Virtuosic/Animenz Arrangement)"
8,"ryo (supercell)","My Dearest (Guilty Crown - Theishter Arrangement)"
8,"Konomi Suzuki","This Game (No Game No Life - Animenz Arrangement)"
8,"Shoji Meguro","The Battle for Everyone's Souls (Persona 3)"
8,"Nobuo Uematsu","The Crisis (Final Fantasy VII Core)"
8,"Shoji Meguro","Last Surprise (Persona 5 - Scatman John Style Arr.)"
8,"ZUN","Death Waltz (Based on U.N. Owen Was Her?)"
8,"Toby Fox","Rush-Garcia - Megalovania"
8,"Nobuo Uematsu","Fighting! (Final Fantasy VII - The Black Mages ver.)"
8,"Hidetoshi Sato","A Cruel Angel's Thesis (Animenz Arrangement)"
8,"LiSA","Gurenge (Demon Slayer - Animenz Arrangement)"
8,"Yasunori Mitsuda","World's End (Chrono Trigger - TPR Arr.)"
8,"Nobuo Uematsu","Dancing Mad (Final Fantasy VI - Concert Arr.)"
8,"Herman Li & Sam Totman","Through the Fire and Flames (DragonForce - Piano Arr.)"
8,"Kurousa-P","Senbonzakura (Kurousa-P)"
8,"Nobuo Uematsu","The Extreme (Final Fantasy VIII)"
8,"Michiru Yamane","Wood Carving Partita (Castlevania: SOTN)"
8,"Yosh (Bump of Chicken)","Zero (Final Fantasy Type-0)"
8,"ZUN / beatMARIO","Night of Nights (Flowering Night Remix)"
8,"Hiroyuki Sawano","Bios (Guilty Crown - Animenz Arr.)"
8,"Revo","Shinzou wo Sasageyo! (Attack on Titan S2 - Animenz Medley)"
8,"Nobuo Uematsu","Those Who Fight Further (Final Fantasy VII)"
8,"Hirokazu Ando","V.S. Star Dream (Kirby: Planet Robobot)"
8,"Yu-Peng Chen","The End of the Raging Waves (Genshin Impact)"
8,"Takeru Kanazaki","God Shattering Star (Fire Emblem: Three Houses)"
8,"ZUN","U.N. Owen Was Her? (Touhou 6)"
8,"ZUN / Masayoshi Minoshima","Bad Apple!! (feat. Nomico)"
8,"ZUN","Marasy - Shōjo Satori ~ 3rd eye"
8,"RADWIMPS","Ishter - Kimi no Na wa (Your Name) Medley"
8,"Hiroyuki Sawano","Animenz - Attack on Titan S3 Medley"
8,"Nobuo Uematsu","The Black Mages - The Decisive Battle"
8,"Nobuo Uematsu","Final Battle (Final Fantasy Legend II)"
8,"Yoko Shimomura","Dark Impetus (Kingdom Hearts: Birth by Sleep)"
8,"Yoko Shimomura","Rage Awakened (Kingdom Hearts II Final Mix)"
8,"Toby Fox","Death by Glamour (Undertale)"
8,"Yumiko Kanki & Naoto Ishida","Big Blue (F-Zero)"
8,"Tomohito Nishiura","M.S. MUNCHIE (Professor Layton vs. Phoenix Wright)"
8,"Yasuharu Takanashi","Pain, the Universe of a Child (Naruto Shippuden)"
8,"John Williams","Animenz - Harry Potter Medley"
8,"Journey","Jarrod Radnich - Don't Stop Believin' (Journey)"
8,"John Williams","Jarrod Radnich - Star Wars Fantasy"
8,"Howard Shore","Jarrod Radnich - The Lord of the Rings Medley"
8,"Ramin Djawadi","Jarrod Radnich - Game of Thrones Medley"
8,"Alan Silvestri","Jarrod Radnich - The Avengers"
8,"John Powell","Kyle Landry - How to Train Your Dragon Medley"
8,"Various","Kyle Landry - Disney Medley"
8,"Joe Hisaishi","Kyle Landry - Studio Ghibli Medley"
8,"Hans Zimmer","Theishter - Interstellar Medley"
8,"Hans Zimmer & Klaus Badelt","Theishter - Pirates of the Caribbean Medley"
8,"Howard Shore","Theishter - Lord of the Rings Medley"
8,"Alan Silvestri","Patrik Pietschmann - The Avengers Suite"
8,"Ramin Djawadi","Patrik Pietschmann - Game of Thrones Suite"
8,"Hans Zimmer","Patrik Pietschmann - The Lion King Suite"
8,"Hans Zimmer","Patrik Pietschmann - Gladiator Suite"
8,"Jun Maeda","Animenz - My Soul, Your Beats! (Angel Beats!)"
8,"ClariS","Animenz - Connect (Puella Magi Madoka Magica)"
8,"Various","Animenz - The World God Only Knows Medley"
8,"Takahiro Yamada","Animenz - Snow Halation (Love Live!)"
8,"YUI","Animenz - Again (Fullmetal Alchemist: Brotherhood)"
8,"Satoshi Yaginuma","Animenz - Only My Railgun (A Certain Scientific Railgun)"
8,"Various","Animenz - Toaru Kagaku no Railgun Medley"
8,"Yuki Kajiura","Animenz - Sword Art Online Medley"
8,"Hiroyuki Sawano","Animenz - Guilty Crown Medley"
8,"Various","Animenz - K-On! Medley"
8,"Kohei Tanaka","Animenz - We Are! (One Piece)"
8,"Yutaka Yamada","Animenz - Tokyo Ghoul Medley"
8,"Junichi Masuda","Animenz - Pokémon Medley"
8,"Various","Animenz - Digimon Medley"
8,"Jun Maeda","Animenz - Clannad Medley"
8,"Chiyomaru Shikura","Animenz - Steins;Gate Medley"
8,"Yuki Kajiura","Animenz - Fate/Zero Medley"
8,"Toshiro Masuda & Yasuharu Takanashi","Theishter - Naruto Medley"
8,"Nobuo Uematsu","Theishter - Final Fantasy Medley"
8,"Koji Kondo","Theishter - Zelda Medley"
8,"Yoko Shimomura","Theishter - Kingdom Hearts Medley"
8,"ZUN","Marasy - Native Faith"
8,"ZUN","Marasy - Bad Apple!!"
8,"ARM (IOSYS)","Marasy - Cirno's Perfect Math Class"
8,"kemu","Marasy - Rokuchounen to Ichiya Monogatari"
8,"balloon","Marasy - Charles"
8,"Ayase","Marasy - Racing into the Night (Yoru ni Kakeru)"
8,"Hidetoshi Sato","Theishter - A Cruel Angel's Thesis"
8,"Yoshiki Mizuno","Animenz - Blue Bird (Naruto)"
8,"Porno Graffitti","Animenz - The Day (My Hero Academia)"
8,"Toru Kitajima","Theishter - Unravel"
8,"Konomi Suzuki","Theishter - This Game"
8,"LiSA","Animenz - Gurenge (Full Concert Version)"
8,"Yuki Kajiura","Animenz - Homura"
8,"Eve","Animenz - Kaikai Kitan (Jujutsu Kaisen)"
8,"Official Hige Dandism","Animenz - Cry Baby (Tokyo Revengers)"
8,"Toby Fox","Theishter - Megalovania"
8,"Toby Fox","Animenz - Death by Glamour"
8,"Toby Fox","Animenz - His Theme"
8,"Toby Fox","Theishter - Hopes and Dreams"
8,"Koji Kondo","Animenz - Gerudo Valley"
8,"Hajime Wakai","Theishter - Ballad of the Goddess"
8,"Nobuo Uematsu","Animenz - One-Winged Angel"
8,"Nobuo Uematsu","Theishter - To Zanarkand"
8,"Nobuo Uematsu","Animenz - Liberi Fatali"
8,"Nobuo Uematsu","Theishter - Tifa's Theme"
8,"Masashi Hamauzu","Animenz - Blinded by Light"
8,"Yoko Shimomura","Theishter - Somnus"
8,"Yoko Shimomura","Animenz - The Other Promise"
8,"Yoko Shimomura","Theishter - Dearly Beloved"
8,"Shoji Meguro","Animenz - Rivers in the Desert"
8,"Shoji Meguro","Theishter - The Battle for Everyone's Souls"
8,"Keiichi Okabe","Animenz - Weight of the World"
8,"Keiichi Okabe","Theishter - Amusement Park"
8,"Takeru Kanazaki","Animenz - God Shattering Star"
8,"Takeru Kanazaki","Theishter - Fódlan Winds"
8,"Sheet Music Boss","Rush E"
8,"Sheet Music Boss","Rush G"
8,"Sheet Music Boss","Rush B"
8,"Sheet Music Boss","Rush F"
8,"Clint Mansell","Requiem for a Dream (Virtuosic Fantasia)"
8,"Clint Mansell","The Fountain (Virtuosic Medley)"
8,"John Williams","Jarrod Radnich - Indiana Jones Medley"
8,"Clint Mansell","Kyle Landry - Requiem for a Dream"
8,"John Williams","Patrik Pietschmann - Star Wars Medley"
8,"John Williams","Patrik Pietschmann - Indiana Jones Medley"
8,"John Williams","Animenz - Indiana Jones Theme"
8,"Ramin Djawadi","Theishter - Game of Thrones Medley"
8,"Ramin Djawadi","Animenz - Westworld Medley"
8,"Howard Shore","Animenz - The Lord of the Rings Medley"
8,"Hans Zimmer & Klaus Badelt","Animenz - Pirates of the Caribbean Medley"
8,"Hans Zimmer","Animenz - Interstellar Medley"
8,"Hans Zimmer","Animenz - The Dark Knight Medley"
8,"Hans Zimmer","Animenz - Inception Medley"
8,"Nobuo Uematsu","The Black Mages - One-Winged Angel"
8,"Nobuo Uematsu","The Black Mages - J-E-N-O-V-A"
8,"Nobuo Uematsu","Final Fantasy VII Remake - Jenova Dreamweaver"
8,"Masayoshi Soken","Final Fantasy XVI - Find the Flame"
8,"Masayoshi Soken","Final Fantasy XIV - To the Edge (Piano Collections)"
8,"Masayoshi Soken","Final Fantasy XIV - Flow (Piano Collections)"
8,"Yoko Shimomura","Kingdom Hearts - The 13th Struggle"
8,"Yoko Shimomura","Kingdom Hearts - Lord of the Castle"
8,"ACE+","Xenoblade Chronicles - Mechanical Rhythm"
8,"Takeru Kanazaki","Fire Emblem - Twilight of the Gods"
8,"Kenichi Matsubara","Castlevania - Bloody Tears (Virtuosic)"
8,"Kinuyo Yamashita","Castlevania - Vampire Killer (Virtuosic)"
8,"Yoko Shimomura","Street Fighter II - Guile's Theme (Virtuosic)"
8,"Takashi Tateishi","Mega Man 2 - Dr. Wily's Castle (Virtuosic)"
8,"Yasunori Mitsuda","Chrono Trigger - Frog's Theme (Black Mages Style)"
8,"Nobuo Uematsu","Final Fantasy VI - Terra's Theme (TPR Arr.)"
8,"Gustavo Santaolalla","Animenz - The Last of Us Medley"
8,"Joe Hisaishi","Animenz - A Town with an Ocean View (Jazz)"
8,"Kristen Anderson-Lopez & Robert Lopez","Animenz - Let It Go (Frozen)"
8,"Benj Pasek & Justin Paul","Animenz - A Million Dreams (The Greatest Showman)"
8,"Benj Pasek & Justin Paul","Animenz - This Is Me (The Greatest Showman)"
8,"Coldplay","Animenz - Viva La Vida (Coldplay)"
8,"Linkin Park","Animenz - Numb (Linkin Park)"
8,"Evanescence","Animenz - My Immortal (Evanescence)"
8,"James Horner","Theishter - My Heart Will Go On (Titanic)"
8,"Lin-Manuel Miranda","Theishter - Hamilton Medley"
8,"Stephen Schwartz","Theishter - Wicked Medley"
8,"Hans Zimmer & Klaus Badelt","Kyle Landry - Pirates of the Caribbean Medley"
8,"Vanessa Carlton","Kyle Landry - A Thousand Miles (Vanessa Carlton)"
8,"Elvis Presley","Jarrod Radnich - Can't Help Falling in Love (Elvis Presley)"
8,"Richard Rodgers","Jarrod Radnich - The Sound of Music Medley"
8,"Freddie Mercury","Peter Bence - Don't Stop Me Now (Queen)"
8,"Various","Peter Bence - The Awesome Piano (Medley)"
8,"Michael Jackson","Peter Bence - Bad (Michael Jackson)"
8,"Toto","Peter Bence - Africa (Toto)"
8,"Queen","Theishter - Bohemian Rhapsody"
8,"ABBA","Animenz - Mamma Mia"
8,"Backstreet Boys","Animenz - I Want It That Way"
8,"Ed Sheeran","Animenz - Shape of You"
8,"Billie Eilish","Animenz - Bad Guy"
8,"Alan Walker","Animenz - Faded"
8,"Luis Fonsi","Animenz - Despacito"
8,"Imagine Dragons","Animenz - Believer"
8,"Fall Out Boy","Animenz - The Phoenix"
8,"My Chemical Romance","Animenz - Welcome to the Black Parade"
8,"Various","Animenz - High School Musical Medley"
8,"Ludwig van Beethoven & Toby Fox","Art of Piano - Moonlight Sonata 3rd Movement but it's MEGALOVANIA"
8,"Johann Pachelbel & Toru Kitajima","Art of Piano - Canon in D but it's Unravel"
8,"Ludwig van Beethoven","Art of Piano - Fur Elise but it's EPIC"
8,"Wolfgang Amadeus Mozart","Art of Piano - Turkish March but it's an ANIME OPENING"
8,"Nathan Evans","Art of Piano - Wellerman"
8,"Vicetone & Tony Igy","Art of Piano - Coffin Dance"
8,"Danny Elfman","Kyle Landry - Danny Elfman Medley"
8,"Alan Silvestri","Theishter - Alan Silvestri Medley (Back to the Future/Avengers)"
8,"Michael Giacchino","Animenz - Michael Giacchino Medley (Up/The Incredibles)"
8,"Bill Conti","Jarrod Radnich - Virtuosic Piano Solo of ""Gonna Fly Now"" (Rocky)"
8,"Rebecca Sugar","Animenz - Steven Universe Medley"
8,"Kyle Dixon & Michael Stein","Theishter - Stranger Things Medley"
8,"Sonya Belousova & Giona Ostinelli","Animenz - ""Toss a Coin to Your Witcher"" Fantasia"
8,"The Beatles","Kyle Landry - A Complete History of The Beatles"
8,"Queen","Jarrod Radnich - Queen's ""Bohemian Rhapsody"" for Solo Piano"
8,"Michael Jackson","Peter Bence - Human Nature (Michael Jackson)"
8,"Linkin Park","Theishter - Linkin Park Medley"
8,"My Chemical Romance","Animenz - My Chemical Romance Medley"
8,"ABBA","Kyle Landry - ABBA Medley"
8,"Benj Pasek & Justin Paul","Jarrod Radnich - The Greatest Showman"
8,"Claude-Michel Schönberg","Theishter - Les Misérables Medley"
8,"Andrew Lloyd Webber","Animenz - Phantom of the Opera Medley"
8,"Leonard Bernstein","Kyle Landry - West Side Story Medley"
8,"Stephen Schwartz","Jarrod Radnich - Defying Gravity"
8,"Lin-Manuel Miranda","Animenz - Hamilton Medley"
8,"Various","Theishter - Disney Medley"
8,"Metallica","Art of Piano - Master of Puppets"
8,"Rick Astley","Art of Piano - Never Gonna Give You Up"
8,"Smash Mouth","Art of Piano - All Star but it's a MEME compilation"
8,"Europe","Art of Piano - The Final Countdown but it's a SHRED"
